source,target,weight,hebert_score,alephbert_score,is_decadal_anchor,skip,start
word:אייר,verse:II Chronicles 2:13,0.6562244743108749,0.3124487102031708,1.000000238418579,false,20,1149720
word:אייר,verse:Psalms 91:5,0.6552180498838425,0.31043586134910583,1.000000238418579,false,20,911220
word:אייר,verse:Nehemiah 6:11,0.6550173908472061,0.31003454327583313,1.000000238418579,false,258,1087986
word:אייר,verse:Proverbs 7:1,0.6546825170516968,0.30936479568481445,1.000000238418579,false,371,946050
word:אייר,verse:Numbers 8:91,0.6546424627304077,0.30928468704223633,1.000000238418579,false,5,203280
word:אייר,verse:I Kings 8:2,0.6544141918420792,0.3088281452655792,1.000000238418579,false,-9,494213
word:אייר,verse:Proverbs 14:27,0.6541131436824799,0.3082260489463806,1.000000238418579,false,11,952369
word:אייר,verse:Ezekiel 47:12,0.6539324373006821,0.30786463618278503,1.000000238418579,false,155,802125
word:אייר,verse:Psalms 65:2,0.6535500437021255,0.307099848985672,1.000000238418579,false,-6,893720
word:אייר,verse:Daniel 2:45,0.6535464525222778,0.30709266662597656,1.000000238418579,false,55,1043790
word:אייר,verse:Zechariah 2:2,0.6529516279697418,0.30590301752090454,1.000000238418579,false,-146,847080
word:אייר,verse:II Samuel 23:34,0.6529078781604767,0.30581551790237427,1.000000238418579,false,-438,476240
word:אייר,verse:Job 40:3,0.6524131149053574,0.3048259913921356,1.000000238418579,false,-77,997489
word:אייר,verse:Psalms 22:8,0.6522836089134216,0.30456697940826416,1.000000238418579,false,41,871250
word:אייר,verse:Ezekiel 8:9,0.6519324630498886,0.3038646876811981,1.000000238418579,false,-127,738577
word:אייר,verse:Ezekiel 43:7,0.6516866385936737,0.3033730387687683,1.000000238418579,false,-11,794847
word:אייר,verse:I Samuel 17:47,0.6515383869409561,0.30307653546333313,1.000000238418579,false,87,412467
word:אייר,verse:Ezekiel 45:16,0.6514360010623932,0.3028717637062073,1.000000238418579,false,-2,799284
word:אייר,verse:Genesis 51:4,0.6514233648777008,0.3028464913368225,1.000000238418579,false,1,17507
word:אייר,verse:Jeremiah 20:14,0.6512367129325867,0.30247318744659424,1.000000238418579,false,2,673040
word:אייר,verse:Psalms 116:16,0.6508106589317322,0.30162107944488525,1.000000238418579,false,341,925133
word:אייר,verse:Psalms 4:4,0.6507774442434311,0.3015546500682831,1.000000238418579,false,-101,862873
word:אייר,verse:Job 28:22,0.6506846845149994,0.3013691306114197,1.000000238418579,false,-158,987712
word:אייר,verse:Leviticus 22:81,0.6504005491733551,0.3008008599281311,1.000000238418579,false,3,175443
word:אייר,verse:Jeremiah 11:4,0.6503667384386063,0.3007332384586334,1.000000238418579,false,14,660170
word:אייר,verse:Genesis 1:9,0.6502682119607925,0.300536185503006,1.000000238418579,false,-11,350
word:אייר,verse:Psalms 59:6,0.6502570956945419,0.30051395297050476,1.000000238418579,false,-7,891362
word:אייר,verse:Proverbs 8:14,0.6502294391393661,0.3004586398601532,1.000000238418579,false,4,947192
word:אייר,verse:Genesis 13:12,0.6500557959079742,0.3001113533973694,1.000000238418579,false,-4,44652
word:אייר,verse:Genesis 94:2,0.6498559266328812,0.2997116148471832,1.000000238418579,false,16,75984
word:אייר,verse:Micah 4:2,0.6495591104030609,0.2991179823875427,1.000000238418579,false,9,832455
word:אייר,verse:II Samuel 3:7,0.6495008170604706,0.29900139570236206,1.000000238418579,false,2,439328
word:אייר,verse:Proverbs 13:15,0.6492115557193756,0.2984228730201721,1.000000238418579,false,340,951320
word:אייר,verse:II Kings 3:24,0.6491759866476059,0.2983517348766327,1.000000238418579,false,6,533394
word:אייר,verse:Psalms 113:1,0.6491112262010574,0.29822221398353577,1.000000238418579,false,402,923796
word:אייר,verse:Nehemiah 9:32,0.6489684581756592,0.29793667793273926,1.000000238418579,false,-9,1094963
word:אייר,verse:Joshua 2:7,0.648391842842102,0.296783447265625,1.000000238418579,false,-428,306420
word:אייר,verse:Psalms 89:45,0.6479525566101074,0.29590487480163574,1.000000238418579,false,-22,910270
word:אייר,verse:I Chronicles 27:11,0.6478865146636963,0.2957727909088135,1.000000238418579,false,21,1142841
word:אייר,verse:I Kings 2:42,0.6478189826011658,0.29563772678375244,1.000000238418579,false,37,484071
word:אייר,verse:Proverbs 17:6,0.6477112174034119,0.29542219638824463,1.000000238418579,false,-15,954719
word:אייר,verse:Genesis 34:72,0.6476402133703232,0.29528018832206726,1.000000238418579,false,89,66572
word:אייר,verse:Nehemiah 6:10,0.6475905627012253,0.29518088698387146,1.000000238418579,false,-136,1087904
word:אייר,verse:Psalms 37:34,0.6474702060222626,0.29494017362594604,1.000000238418579,true,6,880278
word:אייר,verse:Isaiah 40:2,0.6473320722579956,0.2946639060974121,1.000000238418579,false,-55,616119
word:אייר,verse:Genesis 1:11,0.6471663564443588,0.29433247447013855,1.000000238418579,false,-6,494
word:אייר,verse:Jeremiah 47:6,0.6467798948287964,0.29355955123901367,1.000000238418579,false,5,716695
word:אייר,verse:Job 9:13,0.646729901432991,0.29345956444740295,1.000000238418579,false,20,974540
word:אייר,verse:Psalms 64:5,0.6466610133647919,0.29332178831100464,1.000000238418579,false,1,893485
word:אייר,verse:Psalms 119:154,0.6464985013008118,0.29299676418304443,1.000000238418579,false,-14,929946
word:אייר,verse:Job 31:7,0.646404504776001,0.29280877113342285,1.000000238418579,false,3,989652
word:אייר,verse:Isaiah 24:6,0.6463095247745514,0.2926188111305237,1.000000238418579,false,8,599200
word:אייר,verse:Judges 14:4,0.6461869478225708,0.2923736572265625,1.000000238418579,false,5,369655
word:אייר,verse:II Kings 23:17,0.6458933651447296,0.2917864918708801,1.000000238418579,false,-6,572348
